order_id,customer_id,order_date,order_amount,quantity,membership_level
1218,3032,2023-10-29,677.89,3,Bronze
1219,9436,2023-07-10,162.85,1,Silver
1220,1271,2025-05-19,477.64,9,Silver
1221,4511,2023-01-30,1662.0,8,Bronze
1222,2771,2024-12-09,1897.02,5,Bronze
1223,5361,2023-09-11,616.16,2,Gold
1224,8069,2023-02-14,536.39,5,Silver
1225,1920,2023-12-03,566.99,6,Bronze
1226,9190,2023-02-18,562.66,1,Gold
1227,4430,2025-04-16,81.5,4,Bronze
1228,5435,2024-08-01,1854.56,9,Bronze
1229,4760,2023-05-07,435.26,2,Bronze
1230,3050,2024-01-09,845.81,0,Silver
1231,2165,2025-07-26,29.28,1,Bronze
1232,9567,2025-04-17,1717.33,4,Gold
1233,3033,2024-11-21,1465.0,4,Bronze
1234,7467,2023-04-14,1894.04,6,Bronze
1235,1145,2023-01-12,1565.41,9,Gold
1236,5388,2023-08-28,634.28,3,Gold
1237,8832,2024-09-19,503.27,9,Silver
1238,9623,2023-10-08,1398.46,6,Silver
1239,9896,2025-08-18,734.58,7,Silver
1240,9173,2024-08-22,1136.77,2,Silver
1241,3632,2025-06-24,22.45,6,Gold
1242,5494,2025-08-30,133.15,6,Bronze
1243,9056,2024-05-16,1075.38,2,Bronze
1244,8511,2023-10-26,1136.48,2,Bronze
1245,2828,2024-05-25,1505.39,2,Silver
1246,5805,2024-03-15,272.61,1,Gold
1247,1806,2024-12-21,1031.23,5,Gold
1248,8486,2024-07-27,396.95,8,Gold
1249,9202,2023-06-06,195.46,2,Bronze
1250,2868,2024-04-24,826.89,5,Silver
1251,8878,2024-02-11,335.04,8,Gold
1252,6690,2023-07-15,451.35,5,Silver
1253,8827,2023-10-27,641.93,2,Gold
1254,6429,2025-09-05,526.18,3,Silver
1255,4564,2024-06-29,184.31,6,Gold
1256,2389,2025-10-02,188.93,5,
1257,8274,2023-01-31,394.57,4,Gold
1258,1824,2025-06-05,110.61,4,Gold
1259,3265,2023-02-03,1256.65,5,Silver
1260,1936,2024-03-09,581.78,2,Silver
1261,7402,2024-05-20,566.69,9,Bronze
1262,4845,2025-02-26,670.68,2,Silver
1263,2796,2025-02-01,1328.96,2,Gold
1264,9245,2024-09-08,1742.56,9,Gold
1265,8214,2023-11-14,1520.58,3,Silver
1266,1726,2023-01-24,1457.78,7,Bronze
1267,3736,2024-04-23,973.94,4,Silver
1268,2913,2023-01-23,1390.67,6,Gold
1269,8657,2024-06-21,-1110.0,4,Gold
1270,3466,2024-08-25,440.34,7,Bronze
1271,8312,2024-02-29,425.09,1,Silver
1272,9194,2023-05-05,599.82,3,Gold
1273,8906,2023-03-07,1822.5,3,Gold
1274,5876,2025-04-08,1099.36,999,Gold
1275,8287,2023-07-10,1470.47,6,Silver
1276,1892,2024-05-05,699.65,9,Silver
1277,5675,2023-05-30,821.35,8,Bronze
1278,2933,2024-11-13,259.88,7,Gold
1279,2380,2023-10-13,350.88,8,Gold
1280,2290,2024-03-27,1656.44,6,Bronze
1281,2640,2024-11-07,1173.83,9,Gold
1282,8490,2023-02-24,681.69,3,Bronze
1283,2218,2023-03-25,1607.67,9,
1284,6016,2024-09-01,500.57,4,Gold
1285,7881,2025-01-10,1952.31,7,Silver
1286,1954,2025-01-17,696.19,9,Silver
1287,8291,2024-12-29,681.25,2,Silver
1288,1974,2023-04-19,630.7,2,Silver
1289,5133,2025-06-11,253.0,9,Gold
1290,6370,2024-12-11,231.16,3,Bronze
1291,4972,2023-09-06,1299.73,9,Bronze
1292,6295,2024-06-23,1751.48,5,Gold
1293,9228,2024-08-01,1583.14,6,Silver
1294,4020,2023-03-13,290.8,2,Bronze
1295,9987,2024-10-12,1095.71,8,Gold
1296,5036,2023-04-18,220.13,9,Gold
1297,6068,2023-07-27,100.14,2,Silver
1298,6233,2023-02-22,-1316.21,6,Gold
1299,1317,2023-05-13,1074.95,6,Bronze
1300,3396,2024-02-25,173.23,8,Bronze
1301,3162,2025-02-05,79.53,0,Gold
1302,3745,2025-01-06,1979.62,9,Bronze
1303,2591,2023-02-25,69.74,1,Gold
1304,7183,2024-01-03,894.61,9,Bronze
1305,4930,2023-01-22,1014.19,7,Silver
1306,2312,2023-11-02,243.39,4,Bronze
1307,5311,2024-09-30,346.43,0,Silver
1308,8314,2024-05-30,710.09,6,Silver
1309,3383,2023-06-04,1525.73,1,Gold
1310,4239,2024-04-27,1019.09,3,Silver
1311,3139,2025-01-02,1279.42,2,Bronze
1312,2704,2025-10-02,1970.5,9,Bronze
1313,7924,2023-10-14,1538.33,3,Silver
1314,1362,2024-03-09,874.38,2,Gold
1315,3604,2025-04-11,898.42,4,Silver
1316,5286,2024-11-07,1241.36,2,Bronze
1317,4738,2023-12-27,1334.08,1,Bronze
1318,3469,2025-05-18,1006.41,6,Silver
1319,5795,2023-04-05,1293.27,8,Silver
1320,7150,2024-05-21,56.83,2,Silver
1321,1556,2023-08-22,864.95,9,Bronze
1322,3808,2023-07-15,565.09,3,Bronze
1323,6150,2024-07-22,267.06,8,Bronze
1324,8561,2023-08-28,208.1,8,Gold
1325,3719,2025-04-12,1210.35,3,Bronze
1326,7506,2024-04-16,1051.97,3,Bronze
1327,4741,2023-08-21,514.63,6,Gold
1328,4998,2023-01-01,947.19,1,Gold
1329,3403,2024-09-22,989.54,4,Gold
1330,9780,2023-03-23,398.07,1,Gold
1331,1294,2025-09-27,1307.67,3,Gold
1332,6343,2025-05-21,1564.03,9,Gold
1333,2136,2023-06-06,1585.01,5,Silver
1334,3064,2025-06-13,-1208.91,5,Silver
1335,8009,2024-04-02,1028.16,4,Silver
1336,5543,2025-08-07,131.4,3,
1337,2007,2023-01-20,582.78,5,Bronze
1338,6445,2023-01-28,195.61,4,Gold
1339,6352,2023-01-29,1928.01,8,Bronze
1340,2435,2025-04-02,278.81,4,Gold
1341,1571,2024-01-11,-312.03,8,Gold
1342,3382,2023-11-12,1780.26,6,Bronze
1343,6084,2025-04-24,1888.42,5,Silver
1344,1277,2023-03-09,1534.0,4,Bronze
1345,8059,2025-01-02,20.76,4,Bronze
1346,2887,2025-04-08,12.68,4,Gold
1347,2265,2025-09-07,762.42,9,Gold
1348,8491,2025-06-13,295.36,4,Gold
1349,2040,2024-12-01,46.59,9,Silver
1350,9073,2025-02-27,933.49,6,Bronze
1351,3752,2023-10-02,1886.69,7,Bronze
1352,9213,2023-10-06,654.4,3,Silver
1353,5569,2023-03-14,1325.67,8,Bronze
1354,7353,2024-03-23,1307.95,3,Bronze
1355,3353,2024-03-01,509.65,1,Gold
1356,8437,2025-03-01,1304.35,5,Silver
1357,5799,2024-07-14,432.54,2,Gold
1358,1686,2024-10-26,252.79,6,Silver
1359,9476,2025-05-17,1405.75,9,Gold
1360,5811,2023-09-22,235.75,1,Bronze
1361,9954,2023-08-12,1993.85,4,Silver
1362,6346,2023-02-04,375.07,1,Silver
1363,6043,2023-04-07,1192.34,1,Gold
1364,3428,2025-07-24,828.64,8,Silver
1365,6126,2024-06-15,261.51,2,Bronze
1366,9220,2024-10-28,65.41,1,Bronze
1367,8813,2024-01-28,1249.24,8,Bronze
1368,4356,2023-10-12,1615.45,4,Gold
1369,9707,2024-08-27,1685.61,3,Silver
1370,8266,2024-04-21,970.6,4,Gold
1371,7540,2023-09-10,1557.14,5,Bronze
1372,1038,2024-04-11,1348.97,1,Silver
1373,4342,2024-04-21,1451.27,1,Bronze
1374,3844,2023-09-11,990.27,3,Silver
1375,2098,2023-07-17,1270.49,6,Silver
1376,8027,2025-06-11,1613.0,1,Gold
1377,2823,2024-03-27,801.79,2,Silver
1378,4155,2025-04-13,1613.9,7,Bronze
1379,4093,2024-07-01,1188.11,1,Silver
1380,6658,2025-07-30,340.14,7,Bronze
1381,4778,2024-09-29,59.12,4,Gold
1382,3896,2024-08-08,731.88,6,Bronze
1383,1988,2025-05-15,1097.93,8,Silver
1384,5116,2024-10-26,1681.24,9,Bronze
1385,7446,2025-05-02,263.7,6,Bronze
1386,5179,2024-05-10,1602.41,9,Silver
1387,2682,2023-10-03,1727.39,4,Bronze
1388,6626,2023-10-27,309.87,6,Silver
1389,8424,2024-08-02,1704.67,8,Gold
1390,1933,2023-01-24,1982.99,9,Bronze
1391,4598,2024-10-27,1456.41,3,Gold
1392,2980,2023-10-21,1571.69,2,Bronze
1393,4056,2023-12-09,1988.89,6,Bronze
1394,9984,2024-12-19,1214.91,4,Gold
1395,1791,2025-01-02,622.69,1,Bronze
1396,6390,2024-12-11,1676.69,8,Bronze
1397,7635,2023-10-20,1232.83,9,Gold
1398,3255,2025-10-05,1166.58,0,Bronze
1399,4610,2025-07-16,514.73,2,Silver
1400,2607,2023-09-19,1515.11,9,Bronze
1401,6179,2024-11-17,172.52,7,Bronze
1402,7573,2024-11-07,1849.33,5,Bronze
1403,1984,2023-05-28,658.39,7,Gold
1404,6776,2023-11-25,264.27,9,Silver
1405,4676,2023-07-16,890.31,8,Silver
1406,4380,2025-03-03,94.52,6,Bronze
1407,9711,2023-05-01,1372.41,4,Gold
1408,9782,2024-10-31,1806.38,1,Gold
1409,2050,2024-02-20,1676.15,6,Silver
1410,4633,2025-03-07,263.47,3,Gold
1411,7342,2023-02-22,261.28,6,Bronze
1412,1959,2023-11-11,1628.73,6,Bronze
1413,7059,2023-05-16,1849.27,4,Gold
1414,9884,2024-05-18,-926.73,2,Bronze
1415,6655,2025-04-16,1002.95,9,Silver
1416,5473,2024-05-31,643.34,2,Bronze
1417,3946,2023-07-22,1789.59,3,Gold
1418,8725,2023-03-14,1293.36,1,Silver
1419,1526,2024-06-11,583.62,7,Bronze
1420,4224,2025-08-27,604.58,1,Silver
1421,2875,2023-11-19,1783.49,9,Gold
1422,2763,2024-01-04,37.13,1,Bronze
1423,9712,2023-04-13,652.23,5,Bronze
1424,6797,2024-08-03,1113.17,7,Silver
1425,8099,2025-03-09,304.95,3,Bronze
1426,6109,2024-11-27,193.28,9,Bronze
1427,7644,2024-04-29,1632.4,8,Bronze
1428,1116,2023-01-14,1789.86,3,Bronze
1429,3433,2023-07-02,1648.98,5,Gold
1430,6463,2023-05-06,1798.59,7,Bronze
1431,1583,2023-11-08,1110.69,4,
1432,9586,2023-10-06,1626.39,5,Gold
1433,4788,2023-08-02,774.24,3,Silver
1434,5167,2025-01-08,1335.87,9,Silver
1435,9465,2024-10-14,1977.78,9,Silver
1436,2389,2024-07-03,459.2,7,
1437,9357,2024-01-16,785.9,2,Gold
1438,7154,2023-10-11,965.29,7,Gold
1439,6420,2024-03-28,284.65,7,Bronze
1440,9920,2024-06-20,171.27,5,Silver
1441,3043,2025-09-12,1661.15,9,Gold
1442,5197,2023-01-21,1953.82,3,Silver
1443,4496,2023-06-03,815.4,4,Gold
1444,1778,2025-04-24,184.42,1,Gold
1445,1213,2025-02-28,140.97,6,Gold
1446,4762,2023-04-06,1783.72,4,Silver
1447,7731,2023-10-31,932.99,1,Bronze
1448,4117,2024-10-18,646.85,2,Gold
1449,6791,2024-06-26,958.16,3,
1450,9783,2024-02-16,643.43,9,Gold
1451,3720,2025-04-16,983.18,8,Bronze
1452,9905,2025-04-10,1720.52,7,Silver
1453,7047,2023-08-12,1188.68,4,Silver
1454,9032,2025-07-18,1392.36,1,Silver
1455,1001,2024-03-18,735.69,8,Silver
1456,7368,2023-07-30,1479.63,4,
1457,2949,2023-05-08,1336.57,3,Bronze
1458,7732,2025-09-09,247.93,9,Gold
1459,8833,2023-08-22,1149.56,4,Bronze
1460,1917,2023-08-21,520.92,4,Silver
1461,4174,2023-10-07,-1610.15,0,Bronze
1462,8014,2024-09-25,857.62,2,Gold
1463,1089,2024-09-09,1989.42,5,Gold
1464,2709,2023-09-14,194.08,4,Silver
1465,4041,2023-11-12,1562.89,9,Gold
1466,1105,2025-07-17,1350.67,5,Gold
1467,9619,2023-06-15,1537.32,9,Bronze
1468,2895,2023-04-20,621.98,9,Gold
1469,7090,2024-09-29,989.19,2,Silver
1470,9508,2023-05-22,1595.05,9,Silver
1471,7082,2025-04-14,472.76,3,Gold
1472,1634,2024-03-10,459.81,4,Silver
1473,2925,2023-04-02,1106.59,1,Bronze
1474,3056,2024-04-04,1051.89,1,Bronze
1475,7917,2024-05-04,571.7,1,Gold
1476,4144,2023-10-14,603.17,999,Gold
1477,1552,2024-01-02,562.91,8,Bronze
1478,9907,2023-06-16,1545.31,5,Silver
1479,6383,2025-03-18,1307.28,5,Gold
1480,4911,2023-10-06,1666.51,9,Gold
1481,4389,2023-05-25,1951.19,3,Silver
1482,9442,2025-03-27,953.59,3,
1483,3430,2023-03-08,142.72,7,Silver
1484,1458,2023-12-03,105.7,9,Silver
1485,1207,2024-01-20,598.37,6,
1486,1899,2024-11-19,1865.76,2,Silver
1487,1021,2023-05-27,1051.19,1,Silver
1488,9601,2023-11-02,550.86,2,Bronze
1489,1894,2023-03-30,804.34,1,
1490,1514,2023-06-06,1201.2,9,Bronze
1491,8294,2024-10-10,1309.37,8,Silver
1492,5904,2025-05-08,316.3,7,Gold
1493,8867,2024-03-06,1954.29,3,Bronze
1494,5109,2024-07-30,1094.1,8,Gold
1495,8179,2025-10-05,280.02,2,Silver
1496,2560,2023-06-08,1788.33,2,Silver
1497,2266,2023-02-26,158.53,3,Gold
1498,4638,2024-03-09,1816.39,7,Silver
1499,9941,2025-08-31,1993.17,1,Gold
1500,4427,2025-10-03,1403.86,8,Silver
1501,5780,2023-02-17,1543.19,7,Silver
1502,2927,2025-06-24,681.23,4,Bronze
1503,3356,2023-10-19,1883.74,5,Gold
1504,5790,2023-08-09,1064.13,1,Silver
1505,1306,2023-07-04,1467.45,4,Gold
1506,8979,2023-08-10,1848.97,1,Bronze
1507,4665,2024-04-03,1950.61,1,Gold
1508,8057,2023-08-29,1668.08,1,Bronze
1509,1661,2024-03-22,613.0,7,Gold
1510,5644,2023-08-05,1933.43,7,Gold
1511,9503,2025-05-04,1259.96,4,Bronze
1512,3920,2023-10-09,-1861.98,2,Silver
1513,9946,2024-10-20,1355.45,3,Silver
1514,7236,2025-02-28,621.41,8,Silver
1515,7078,2023-07-21,746.35,8,Gold
1516,1352,2024-05-11,1105.44,6,Gold
1517,8005,2025-10-17,1582.13,9,Silver
1518,1158,2023-05-04,642.79,9,Gold
1519,1956,2025-07-31,1163.67,4,Gold
1520,3071,2024-04-09,697.79,0,Silver
1521,9595,2024-06-24,1633.38,1,Bronze
1522,4453,2023-06-10,938.79,5,Gold
1523,7675,2023-01-25,162.68,2,Gold
1524,1955,2024-01-26,340.44,6,Gold
1525,7295,2023-12-11,131.6,7,Gold
1526,2712,2023-12-24,1003.61,1,Bronze
1527,5703,2023-01-26,-221.61,6,Silver
1528,7563,2024-12-06,237.14,8,Gold
1529,6631,2023-06-13,1882.69,5,
1530,2394,2025-01-23,1746.58,7,Gold
1531,5732,2023-10-14,909.65,6,Bronze
1532,4714,2024-05-07,1971.75,4,Silver
1533,1529,2024-02-24,10.37,7,Bronze
1534,3958,2023-06-24,1231.82,9,Gold
1535,8904,2023-01-22,1236.69,7,Bronze
1536,4591,2023-10-17,920.31,5,Bronze
1537,7895,2024-02-05,799.93,7,Gold
1538,1525,2023-09-03,916.21,3,Gold
1539,7477,2023-01-13,835.77,2,Silver
1540,1001,2024-09-17,1463.68,5,Gold
1541,1374,2023-05-16,279.36,4,Silver
1542,5648,2025-04-09,403.3,5,Bronze
1543,3365,2023-10-13,369.23,8,Bronze
1544,2525,2025-09-25,532.32,4,Silver
1545,2646,2023-04-09,1055.26,9,Gold
1546,1013,2025-06-11,231.31,7,Gold
1547,5599,2025-06-28,1737.66,7,Bronze
1548,3278,2023-10-03,601.75,8,Silver
1549,4155,2024-02-01,333.45,6,Bronze
1550,9321,2025-07-01,1354.49,8,Bronze
1551,4814,2025-03-12,85.79,3,Gold
1552,4216,2024-09-01,1243.74,1,Silver
1553,9219,2023-04-07,1399.41,6,Bronze
1554,3113,2024-06-23,437.68,1,Gold
1555,5356,2025-08-24,93.51,9,Bronze
1556,6543,2023-03-05,-733.65,2,Bronze
1557,5555,2025-04-27,206.2,2,Gold
1558,8062,2023-09-08,241.79,7,Gold
1559,4374,2025-08-31,515.98,2,Silver
1560,7430,2023-12-26,597.98,8,Bronze
1561,4466,2023-09-14,1064.64,6,Silver
1562,4081,2023-03-13,1360.0,7,Gold
1563,1629,2024-06-21,1189.61,7,Gold
1564,1269,2025-03-29,305.24,6,Bronze
1565,6724,2023-07-06,352.45,9,Silver
1566,6897,2025-04-28,1758.75,9,Silver
1567,4432,2025-01-17,1121.12,7,Bronze
1568,7276,2023-12-14,-1741.18,999,Bronze
1569,6895,2025-08-25,749.38,3,Silver
1570,8115,2025-08-22,1232.66,3,Gold
1571,7656,2025-09-03,1052.09,1,Gold
1572,1575,2023-02-19,645.06,5,Bronze
1573,8029,2024-06-13,945.13,4,Silver
1574,7099,2024-01-19,1009.96,2,Silver
1575,4192,2023-05-12,409.53,9,Silver
1576,4178,2025-09-16,636.87,3,Gold
1577,7052,2025-10-01,1584.91,8,Gold
1578,3734,2024-07-25,1832.42,6,Silver
1579,7116,2023-10-08,725.99,5,Silver
1580,4568,2023-12-05,620.87,1,Bronze
1581,3203,2023-02-03,398.44,4,Bronze
1582,2390,2024-01-08,1360.2,3,Silver
1583,2742,2023-10-31,652.97,1,Silver
1584,2925,2023-02-11,1975.62,5,Gold
1585,1619,2024-04-01,658.11,6,Silver
1586,2274,2024-06-20,794.33,2,Bronze
1587,1956,2024-10-10,1210.64,3,
1588,2939,2025-06-09,1605.35,6,Bronze
1589,4953,2025-08-31,944.34,4,
1590,1968,2024-10-30,851.09,9,Gold
1591,1281,2024-11-14,1991.32,5,Bronze
1592,7262,2024-04-12,30.88,4,Silver
1593,2058,2023-12-12,1791.18,2,Bronze
1594,5293,2025-04-19,306.79,6,Gold
1595,6178,2023-01-31,1573.99,2,Gold
1596,7980,2024-11-13,1239.68,7,Gold
1597,2229,2024-11-14,690.28,3,Bronze
1598,5585,2025-09-23,1749.01,9,Silver
1599,9467,2024-04-28,35.69,5,Gold
1600,3740,2023-07-27,461.11,8,Silver
1601,3289,2024-02-04,1138.12,6,Gold
1602,2239,2023-08-30,709.57,8,Silver
1603,6370,2025-06-22,1224.65,3,Silver
1604,1125,2023-06-03,57.98,3,Silver
1605,8473,2025-09-24,241.75,5,Gold
1606,6342,2024-08-26,262.92,3,Bronze
1607,8351,2023-09-10,386.67,8,Bronze
1608,7638,2023-06-10,924.07,8,Bronze
1609,7570,2025-05-28,1506.74,2,Silver
1610,4249,2023-05-17,1812.02,4,
1611,8595,2023-04-16,1672.39,1,Silver
1612,7294,2024-09-08,401.81,4,Gold
1613,7527,2023-12-29,887.89,4,Silver
1614,6757,2023-06-25,406.83,9,Gold
1615,2969,2024-10-28,536.3,3,Gold
1616,1891,2023-01-16,1012.06,2,Gold
1617,5470,2023-12-11,145.54,9,Silver
1618,8175,2024-07-07,444.17,9,Bronze
1619,9320,2024-10-04,1871.4,1,Silver
1620,7812,2024-12-23,937.57,6,Silver
1621,8519,2025-06-07,896.32,8,Gold
1622,5612,2023-07-03,38.99,3,Gold
1623,2198,2023-06-15,502.33,9,Bronze
1624,6238,2024-12-28,1733.92,2,Bronze
1625,7089,2023-01-23,337.61,6,Gold
1626,7257,2025-09-16,836.1,1,Bronze
1627,8705,2025-04-06,38.52,7,
1628,4719,2024-07-23,961.89,3,Gold
1629,1302,2025-05-29,51.83,7,Silver
1630,1986,2024-02-02,1641.02,4,Bronze
1631,5440,2025-09-29,1651.46,9,Gold
1632,5909,2023-12-01,1577.61,5,Bronze
1633,4072,2023-05-20,573.89,3,Bronze
1634,4124,2023-03-11,1676.1,8,
1635,9125,2024-03-30,1090.57,6,Bronze
1636,4291,2023-07-18,753.88,2,Bronze
1637,5033,2025-05-03,1254.41,3,Bronze
1638,6105,2024-01-20,34.56,8,Silver
1639,1703,2024-02-20,294.49,7,Silver
1640,9133,2025-05-16,1487.16,6,Bronze
1641,1574,2024-05-23,495.88,1,Gold
1642,6704,2025-10-09,1200.04,9,Bronze
1643,8848,2023-01-22,776.35,3,
1644,6208,2024-07-07,1711.06,5,Silver
1645,7924,2023-05-01,1905.31,7,Silver
1646,4828,2024-03-09,1768.29,7,Silver
1647,4230,2023-03-03,548.53,3,Bronze
1648,1488,2023-03-20,396.38,4,Bronze
1649,8114,2023-05-25,954.13,7,Gold
1650,4173,2025-05-09,24.59,8,Bronze
1651,2667,2023-04-23,61.36,2,Bronze
1652,5114,2025-07-25,1111.05,9,Silver
1653,4553,2023-08-09,1045.69,7,Silver
1654,8761,2023-09-11,1989.22,8,Silver
1655,2000,2024-01-18,411.67,6,Silver
1656,2388,2024-06-08,523.63,6,Silver
1657,6450,2024-07-02,235.95,9,Gold
1658,4712,2023-08-27,1835.91,4,
1659,2367,2023-01-15,1557.84,5,Gold
1660,9189,2025-04-22,1646.45,999,Silver
1661,1454,2025-02-18,1806.5,1,Silver
1662,3772,2023-01-30,1054.55,4,Silver
1663,4726,2025-04-07,907.87,7,Gold
1664,8232,2023-09-25,667.48,9,Silver
1665,5806,2024-06-05,1182.54,6,Gold
1666,3190,2023-07-29,914.01,8,Silver
1667,3875,2025-04-19,908.62,9,Bronze
1668,6592,2025-09-01,1874.49,4,Gold
1669,2440,2024-12-10,1968.22,1,Bronze
1670,9927,2023-11-04,1595.0,8,Gold
1671,7059,2023-07-12,1515.95,2,Silver
1672,8010,2024-01-14,1364.31,1,Silver
1673,8117,2025-09-08,340.49,7,Bronze
1674,3989,2025-03-25,127.62,0,Silver
1675,7228,2024-12-04,1384.55,9,Gold
1676,7471,2023-12-18,1460.28,3,Silver
1677,3863,2024-06-10,103.48,6,Silver
1678,2177,2023-02-18,1856.82,7,Gold
1679,5760,2025-01-18,191.37,9,Bronze
1680,1011,2023-01-25,578.94,2,Bronze
1681,6252,2025-10-14,-1348.06,8,Silver
1682,5399,2023-05-06,348.05,7,Gold
1683,9234,2023-07-15,120.28,4,Bronze
1684,6445,2025-02-24,668.98,2,Bronze
1685,7570,2025-02-26,1534.28,8,Silver
1686,9212,2023-05-01,833.22,5,Gold
1687,1406,2024-07-09,1309.42,6,Bronze
1688,5431,2023-06-21,1163.44,7,Silver
1689,6243,2023-11-23,54.21,1,Silver
1690,7542,2025-06-06,1977.19,8,Silver
1691,7936,2025-06-18,92.44,4,Silver
1692,9906,2023-05-15,1935.93,9,Bronze
1693,5146,2024-07-06,1104.23,1,Gold
1694,1140,2023-07-15,1926.69,2,Silver
1695,5882,2024-02-07,238.36,6,Silver
1696,7012,2025-09-13,985.91,1,Bronze
1697,1963,2025-09-01,347.31,4,Silver
1698,8151,2023-01-28,-111.44,8,Silver
1699,9564,2023-06-19,1238.88,5,Gold
1700,4610,2023-02-16,423.49,9,Silver
1701,7894,2023-12-31,1179.52,6,Bronze
1702,8311,2023-04-27,233.61,1,
1703,1105,2023-08-23,670.65,6,Bronze
1704,6539,2023-12-11,1565.45,6,Gold
1705,7787,2025-05-09,879.73,6,Gold
1706,3137,2024-02-22,1259.21,8,Silver
1707,5445,2023-10-24,1298.44,6,Silver
1708,4530,2023-10-26,1689.07,5,Silver
1709,2286,2023-02-19,656.6,2,Bronze
1710,8052,2024-02-23,1377.72,4,Silver
1711,4654,2023-09-02,1923.62,5,Silver
1712,8102,2024-12-24,1463.18,4,Gold
1713,3359,2024-01-28,984.84,2,Silver
1714,9105,2023-09-28,-1265.13,7,Silver
1715,9636,2024-10-18,1481.97,2,Silver
1716,7441,2024-10-15,1228.43,1,Silver
1717,6047,2025-02-27,43.18,5,Gold
1718,9227,2024-08-09,397.6,1,Silver
1719,6203,2025-09-20,1622.83,1,Gold
1720,2798,2023-01-20,552.57,1,Bronze
1721,6291,2023-10-22,1465.81,6,Silver
1722,6495,2023-05-11,750.52,9,Silver
1723,7284,2024-11-29,1048.55,1,
1724,8285,2023-06-11,145.27,5,Gold
1725,2300,2023-05-17,370.64,9,Silver
1726,7869,2025-09-02,1914.82,9,Silver
1727,4097,2023-11-05,1781.37,1,Bronze
1728,5616,2023-03-19,1308.03,8,Gold
1729,1009,2023-09-29,924.69,1,Gold
1730,6752,2023-05-24,1354.76,8,Bronze
1731,7295,2023-08-01,1241.03,1,Gold
1732,5815,2023-05-12,1141.42,5,
1733,2072,2025-10-04,127.76,8,Silver
1734,4225,2024-10-18,1269.28,6,Bronze
1735,2316,2023-07-20,1540.15,9,Gold
1736,6699,2025-10-02,1988.22,1,Gold
1737,7807,2024-07-24,32.05,9,Gold
1738,7674,2023-06-30,1463.05,1,Bronze
1739,4683,2024-01-09,1147.86,3,Silver
1740,8227,2025-06-17,873.76,1,Bronze
1741,4273,2023-12-18,-263.86,3,Silver
1742,8000,2025-08-22,824.08,2,Bronze
1743,1145,2025-09-25,715.21,2,Silver
1744,6010,2025-09-08,612.63,9,Gold
1745,4040,2025-10-12,1464.45,8,Gold
1746,1482,2024-09-01,1404.44,1,Gold
1747,4179,2025-01-26,-1182.15,4,Bronze
1748,2249,2023-01-04,1877.94,1,Bronze
1749,1630,2023-03-28,706.21,1,Bronze
1750,9853,2024-04-25,495.17,4,Gold
1751,3852,2024-12-16,1315.25,2,Silver
1752,1987,2023-03-31,405.64,3,Gold
1753,8622,2024-11-28,636.87,9,Gold
1754,8327,2023-08-19,456.96,2,Silver
1755,9841,2025-07-02,147.62,4,Silver
1756,2100,2025-05-08,1656.72,1,Silver
1757,7652,2025-01-04,516.54,2,Silver
1758,9632,2024-09-09,951.32,5,Gold
1759,8421,2024-10-28,96.2,1,Bronze
1760,6016,2024-08-13,1401.69,7,Gold
1761,1769,2023-09-10,667.82,4,Silver
1762,2343,2024-02-29,1492.03,6,Bronze
1763,5358,2024-09-06,830.68,8,Bronze
1764,7780,2025-08-02,399.55,6,Gold
1765,7602,2023-11-02,1031.22,2,Gold
1766,3349,2024-06-26,269.7,1,Gold
1767,6699,2024-12-27,886.67,8,Bronze
1768,2241,2025-02-04,641.44,8,Bronze
1769,2125,2024-06-15,1824.8,9,Bronze
1770,7764,2024-04-13,131.25,6,Silver
1771,6101,2023-02-08,1391.09,1,Silver
1772,8843,2023-09-07,373.67,9,Gold
1773,1072,2024-06-02,644.9,3,Bronze
1774,6472,2023-12-22,836.87,6,Gold
1775,6189,2025-02-04,1816.95,9,Bronze
1776,3472,2025-04-22,492.73,3,Gold
1777,1707,2025-05-15,191.7,5,Silver
1778,2804,2025-02-09,644.19,5,Bronze
1779,7704,2023-09-19,218.31,7,Silver
1780,4713,2024-05-31,265.91,4,Bronze
1781,6051,2024-08-22,1151.96,4,Gold
1782,3475,2025-07-31,131.19,7,Bronze
1783,4610,2024-01-18,71.55,9,Silver
1784,5255,2025-06-13,1431.68,4,Bronze
1785,8397,2024-07-04,729.68,4,Gold
1786,2735,2024-12-21,259.5,6,Bronze
1787,9258,2024-12-27,514.69,6,Silver
1788,8979,2023-03-19,1287.75,7,Gold
1789,3428,2025-07-22,558.32,1,Silver
1790,8426,2025-01-20,994.1,1000,Bronze
1791,9533,2023-03-12,252.17,9,Silver
1792,6249,2024-08-01,1180.31,6,Bronze
1793,6291,2024-01-09,638.99,6,Gold
1794,3817,2023-11-09,1257.67,5,Silver
1795,4874,2024-09-03,1618.71,3,Silver
1796,5211,2025-06-08,1227.18,5,Bronze
1797,1661,2024-08-28,598.54,1,Silver
1798,4374,2023-01-06,518.93,3,Silver
1799,1207,2023-07-22,661.57,4,Gold
1800,3665,2024-05-06,337.59,5,Bronze
1801,3493,2025-07-18,370.53,9,Bronze
1802,7813,2025-06-13,1583.48,4,Gold
1803,1632,2024-06-04,775.62,3,Gold
1804,4083,2023-01-25,877.63,1,Bronze
1805,4719,2024-08-20,1192.16,6,Gold
1806,8123,2024-08-07,1183.41,7,Gold
